Dur,SrcAddr,DstAddr,Proto,TotBytes,Sport,Dport,Label,Rand
130.264338,104.244.42.130,192.168.137.87,TLSv1.2,146,443,50332,Normal,0.140096513
51.350485,37.187.163.89,192.168.137.85,TCP,228,80,33680,Botnet,0.140116357
81.276585,192.168.137.233,23.20.239.12,TCP,66,38022,80,Botnet,0.140125522
116.719473,192.168.137.87,192.229.237.96,TCP,66,44118,443,Normal,0.140125919
110.714417,172.217.167.132,192.168.137.87,TLSv1.2,104,443,40652,Normal,0.140157731
64.081768,59.152.9.237,192.168.137.85,TCP,1434,443,36674,Botnet,0.140222675
40.337436,192.168.137.87,216.58.200.142,TCP,66,41469,443,Normal,0.1402546
67.70519,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.140258293
1.583485,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.140276235
65.932682,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.14032669
63.678003,192.168.137.85,59.152.9.237,TCP,94,36674,443,Botnet,0.140338687
8.959747,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.140396172
74.458344,183.36.108.251,192.168.137.87,TCP,54,80,43981,Normal,0.140420822
66.315777,59.152.9.237,192.168.137.85,TCP,1434,443,36674,Botnet,0.14043099
63.905758,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.140480007
121.45972,192.229.237.96,192.168.137.87,TLSv1.2,1434,443,44123,Normal,0.140498515
65.961218,216.58.197.46,192.168.137.233,TCP,74,443,47733,Botnet,0.140530277
91.045643,23.20.239.12,192.168.137.233,TCP,74,80,36372,Botnet,0.14054282
2.14863,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.140694576
1.019065,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.140720348
3.225949,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.140759808
41.475421,192.168.137.87,103.102.166.224,TCP,66,53196,443,Normal,0.140810968
6.718867,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.140824474
10.26671,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.140855079
29.257992,192.168.137.233,183.36.108.251,TCP,54,55965,80,Botnet,0.140860051
13.598397,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.140914007
10.550455,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.140915916
60.480241,172.217.26.173,192.168.137.233,TLSv1.2,1434,443,51407,Botnet,0.140923971
5.864385,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.140939426
116.294496,192.168.137.87,192.168.137.1,DNS,64,23913,53,Normal,0.14098393
35.79295,192.168.137.87,104.18.8.103,TCP,54,55856,443,Normal,0.140989425
13.149129,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.140994411
5.127399,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.141073865
12.311526,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.141095987
6.182032,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.141116314
64.771763,192.168.137.85,59.152.9.237,TCP,94,36674,443,Botnet,0.141179182
67.213254,59.152.9.237,192.168.137.85,TCP,1434,443,36674,Botnet,0.141180279
5.156426,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.141192954
120.894572,192.168.137.87,192.229.237.96,TCP,66,44123,443,Normal,0.141216198
113.1854,172.217.167.132,192.168.137.87,TLSv1.2,1434,443,40652,Normal,0.141227464
12.402203,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.141272371
63.883151,192.168.137.85,59.152.9.237,TCP,86,36674,443,Botnet,0.141274915
62.688863,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.141291707
125.814505,192.229.237.96,192.168.137.87,TCP,1434,443,44123,Normal,0.14129268
119.946872,192.229.237.96,192.168.137.87,TCP,66,443,44123,Normal,0.141303291
14.091459,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.141348101
10.428579,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.141351066
67.620125,192.168.137.85,59.152.9.237,TCP,94,36674,443,Botnet,0.141397469
0.321531,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.141409736
60.086154,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.14145071
38.320411,192.168.137.233,23.20.239.12,TCP,66,48816,80,Botnet,0.14150858
69.134826,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.141512878
64.03343,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.141590189
112.193488,183.36.108.251,192.168.137.233,TCP,66,80,56030,Botnet,0.141635125
60.275659,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.141662884
67.695733,192.168.137.85,59.152.9.237,TCP,94,36674,443,Botnet,0.141731374
6.752048,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.141790051
6.321011,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.141878462
13.1023,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.141880283
37.267062,178.33.210.255,192.168.137.85,TCP,66,80,48764,Botnet,0.141891239
30.536879,192.168.137.233,183.36.108.251,TCP,54,56066,80,Botnet,0.141922063
2.765707,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.141930368
2.130892,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.141975391
41.474113,103.102.166.224,192.168.137.87,TCP,1434,443,53196,Normal,0.141976598
79.195282,192.168.137.233,183.36.108.251,TCP,54,56012,80,Botnet,0.142045637
52.274476,172.217.167.132,192.168.137.87,TLSv1.2,1434,443,40652,Normal,0.142055372
0.256997,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.142058181
8.61778,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.142065586
104.785472,192.168.137.87,104.18.8.103,TCP,54,55856,443,Normal,0.14207405
8.545964,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.142102094
67.375955,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.14211222
0.955393,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.142115637
42.027198,192.168.137.87,103.102.166.224,TCP,66,53196,443,Normal,0.142173434
38.447646,172.217.167.132,192.168.137.87,TLSv1.2,1434,443,40652,Normal,0.142180565
10.954317,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.142189257
5.367331,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.142230619
11.891153,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.142234243
82.027638,192.168.137.233,183.36.108.251,TCP,54,55950,80,Botnet,0.142276815
87.730511,172.217.26.173,192.168.137.87,TLSv1.2,1434,443,47516,Normal,0.142278756
8.751674,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.142302778
66.15148,59.152.9.237,192.168.137.85,TCP,1434,443,36674,Botnet,0.142345257
69.104459,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.142374719
13.348426,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.142453357
9.441033,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.142490348
42.222085,43.227.117.155,192.168.137.85,TCP,1434,443,40466,Botnet,0.142558933
7.615482,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.14256854
125.805771,192.229.237.96,192.168.137.87,TCP,1434,443,44123,Normal,0.142591412
11.080645,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.142637577
52.280601,192.168.137.87,172.217.167.132,TCP,66,40652,443,Normal,0.142644733
8.267082,192.168.137.87,158.69.127.66,TCP,78,36387,443,Normal,0.142648435
40.211416,52.27.59.57,192.168.137.85,TCP,66,80,34253,Botnet,0.142679702
12.314851,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.142688524
7.228869,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.142709333
42.250995,192.168.137.233,183.36.108.251,HTTP,989,55982,80,Botnet,0.142731406
114.119311,192.168.137.87,172.217.167.132,TCP,66,40652,443,Normal,0.142745463
4.954116,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.142749649
66.710263,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.142791194
11.890393,192.168.137.233,23.20.239.12,TCP,66,57017,80,Botnet,0.142959763
1.672698,192.168.137.87,158.69.127.66,TCP,78,36387,443,Normal,0.14299069
2.316279,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.143094637
65.091647,192.168.137.233,172.217.26.173,TCP,1015,51407,443,Botnet,0.143109547
12.752632,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.143120457
4.077727,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.143120869
13.722492,192.168.137.233,183.36.108.251,HTTP,989,56041,80,Botnet,0.143160598
60.363269,192.168.137.233,172.217.26.173,TCP,66,51407,443,Botnet,0.143204645
12.083368,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.143217789
12.745301,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.143281546
119.844755,192.229.237.96,192.168.137.87,TLSv1.2,1151,443,44123,Normal,0.143362639
0.690519,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.143364626
66.232994,59.152.9.237,192.168.137.85,TCP,1434,443,36674,Botnet,0.143433452
109.116676,192.168.137.233,183.36.108.251,TCP,66,56136,80,Botnet,0.143452791
11.118586,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.143460122
0.081341,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.14349379
117.128336,192.168.137.87,192.229.237.96,TCP,94,44118,443,Normal,0.143552303
68.460432,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.14355665
42.723495,192.168.137.233,183.36.108.251,TCP,54,55983,80,Botnet,0.143564802
2.353257,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.143587008
63.328019,59.152.9.237,192.168.137.85,TCP,1434,443,36674,Botnet,0.143595956
10.545472,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.143610449
41.221963,103.102.166.224,192.168.137.87,TCP,1434,443,53196,Normal,0.143642768
6.92202,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.143671751
121.45994,192.229.237.96,192.168.137.87,TCP,1434,443,44123,Normal,0.143698745
45.588998,183.36.108.251,192.168.137.233,TCP,74,80,55989,Botnet,0.143749311
6.976318,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.143803922
68.615253,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.143882719
69.105088,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.143929684
6.992536,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.143957979
64.671186,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.143988124
66.487989,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.144025186
0.853864,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.144045491
63.49985,59.152.9.237,192.168.137.85,TCP,118,443,36674,Botnet,0.144072663
60.280178,172.217.26.173,192.168.137.233,TLSv1.2,1434,443,51407,Botnet,0.144079798
2.253877,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.144124185
60.640529,192.168.137.233,172.217.26.173,TCP,94,51407,443,Botnet,0.144145841
114.333488,172.217.167.132,192.168.137.87,TCP,112,443,40652,Normal,0.144198692
51.650229,192.168.137.233,183.36.108.251,TCP,74,56095,80,Botnet,0.144214448
59.554575,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.144217561
63.451803,59.152.9.237,192.168.137.85,TCP,1434,443,36674,Botnet,0.144270748
55.194624,192.168.137.85,8.8.8.8,DNS,79,30706,53,Botnet,0.144298989
13.680017,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.144302088
67.037749,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.144350628
60.558176,192.168.137.233,172.217.26.173,TCP,94,51407,443,Botnet,0.144351131
8.685852,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.144363078
9.623505,192.168.137.87,183.36.108.251,TCP,54,43959,80,Normal,0.144503145
8.111081,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.144521894
2.619445,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.144561982
13.288062,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.144565113
9.647882,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.144585686
66.525714,59.152.9.237,192.168.137.85,TCP,1434,443,36674,Botnet,0.144618909
52.305735,172.217.167.132,192.168.137.87,TLSv1.2,1434,443,40652,Normal,0.144655763
13.904715,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.144709665
116.711525,192.229.237.96,192.168.137.87,TCP,1434,443,44118,Normal,0.144710537
133.687708,192.168.137.233,183.36.108.251,TCP,54,56131,80,Botnet,0.144812141
65.870329,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.144828515
8.791622,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.144922004
10.545472,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.144939042
12.667819,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.144955866
116.935056,192.229.237.96,192.168.137.87,TLSv1.2,1434,443,44118,Normal,0.144980382
63.748988,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.14498849
30.3342,192.168.137.233,183.36.108.251,TCP,74,56067,80,Botnet,0.144995717
1.11665,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.145024511
117.746763,192.168.137.87,183.36.108.251,TCP,54,44057,80,Normal,0.145062116
39.511809,192.168.137.233,183.36.108.251,TCP,74,55977,80,Botnet,0.145110936
116.889605,192.229.237.96,192.168.137.87,TCP,1434,443,44118,Normal,0.145214975
68.41562,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.14524409
68.662764,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.145251617
1.274232,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.14525423
125.119015,192.229.237.96,192.168.137.87,TCP,66,443,44123,Normal,0.145328525
35.210479,192.168.137.233,35.201.97.85,TCP,102,46954,443,Botnet,0.145399916
65.976408,59.152.9.237,192.168.137.85,TCP,1434,443,36674,Botnet,0.145405639
65.037565,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.145438007
10.391919,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.145472747
64.444163,192.168.137.85,59.152.9.237,TCP,78,36674,443,Botnet,0.145482458
15.473821,192.168.137.85,178.33.210.255,TCP,66,49671,80,Botnet,0.145488047
103.926842,192.168.137.87,183.36.108.251,TCP,54,44049,80,Normal,0.145527545
7.399869,158.69.127.66,192.168.137.87,SSLv2,1434,443,36387,Normal,0.14560581
64.668627,23.20.239.12,192.168.137.233,HTTP,1095,80,49508,Botnet,0.145627783
12.49491,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.145660179
64.972294,23.20.239.12,192.168.137.233,TCP,54,80,44907,Botnet,0.145811034
36.735894,192.168.137.85,178.33.210.255,TCP,66,40889,80,Botnet,0.145847703
24.479827,192.168.137.233,23.20.239.12,TCP,66,52552,80,Botnet,0.145869426
34.500408,183.36.108.251,192.168.137.233,TCP,54,80,55973,Botnet,0.145932888
114.957361,192.168.137.87,172.217.166.97,TCP,66,55796,443,Normal,0.145940061
0.842232,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.145941633
2.715781,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.145951637
66.595757,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.145957497
8.556728,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.14596534
67.136585,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.145996124
111.203015,192.168.137.87,172.217.167.132,TCP,66,41484,443,Normal,0.146011898
64.671031,59.152.9.237,192.168.137.85,TCP,1434,443,36674,Botnet,0.146013888
4.453717,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.146153436
39.625658,192.168.137.233,183.36.108.251,TCP,54,56054,80,Botnet,0.146159706
8.797267,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.146187165
4.355636,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.146249806
13.19847,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.146250974
66.608203,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.146264763
23.341631,192.168.137.233,183.36.108.251,TCP,54,55959,80,Botnet,0.146348444
1.487168,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.146364745
5.720974,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.146523123
6.801316,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.146553144
8.799326,192.168.137.85,23.20.239.12,HTTP,285,54036,80,Botnet,0.14658489
12.385404,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.146603983
59.754894,192.168.137.85,59.152.9.237,TCP,78,36674,443,Botnet,0.146612404
1.761206,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.146694492
80.361786,183.36.108.251,192.168.137.233,TCP,54,80,56116,Botnet,0.146713882
64.816196,192.168.137.85,59.152.9.237,TCP,94,36674,443,Botnet,0.146716362
3.231068,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.146735028
91.420782,192.168.137.233,183.36.108.251,TCP,54,56003,80,Botnet,0.146767006
60.053264,192.168.137.233,172.217.163.202,TCP,66,45039,443,Botnet,0.146789981
6.288985,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.146866777
39.386958,192.168.137.233,23.20.239.12,TCP,66,50354,80,Botnet,0.146877226
88.383402,172.217.26.173,192.168.137.87,TLSv1.2,1434,443,47516,Normal,0.14690868
7.368844,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.146909835
68.25676,192.168.137.85,59.152.9.237,TCP,78,36674,443,Botnet,0.146935462
109.990981,192.168.137.87,172.217.167.132,TCP,66,40652,443,Normal,0.147025578
117.039012,192.168.137.87,192.229.237.96,TCP,94,44118,443,Normal,0.147026293
16.450859,192.168.137.87,183.36.108.251,HTTP,547,35810,80,Normal,0.147047597
42.574124,192.168.137.85,43.227.117.155,TCP,66,40466,443,Botnet,0.147117397
59.383349,59.152.9.237,192.168.137.85,TCP,1434,443,36674,Botnet,0.147199988
74.245466,183.36.108.251,192.168.137.233,HTTP,1095,80,56110,Botnet,0.147320889
7.344804,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.147417992
11.986481,158.69.127.66,192.168.137.87,SSLv2,1434,443,36387,Normal,0.147422086
7.548418,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.14742307
13.666191,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.14743013
88.048523,192.168.137.87,172.217.26.173,TCP,66,47516,443,Normal,0.147440438
11.882894,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.147512361
9.697377,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.147520348
60.361555,172.217.26.173,192.168.137.233,TLSv1.2,1434,443,51407,Botnet,0.147545527
13.51105,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.147558278
66.484427,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.147609325
71.600571,192.168.137.233,183.36.108.251,TCP,54,56011,80,Botnet,0.147645355
116.786592,192.229.237.96,192.168.137.87,TCP,1434,443,44118,Normal,0.147651073
60.320715,192.168.137.233,172.217.26.173,TCP,66,51407,443,Botnet,0.147677959
64.848065,59.152.9.237,192.168.137.85,TLSv1.2,118,443,36674,Botnet,0.147678014
87.751896,192.168.137.87,172.217.26.173,TCP,66,47516,443,Normal,0.147681494
54.880392,192.168.137.87,172.217.167.132,TCP,66,40652,443,Normal,0.147765143
4.664794,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.147797063
116.95183,192.229.237.96,192.168.137.87,TLSv1.2,1434,443,44118,Normal,0.147806788
65.52036,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.147831119
55.643004,192.168.137.87,183.36.108.251,HTTP,1001,43999,80,Normal,0.147862636
66.747173,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.147877415
2.161392,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.147880957
60.241825,172.217.26.173,192.168.137.233,TLSv1.2,1434,443,51407,Botnet,0.147906042
65.102658,59.152.9.237,192.168.137.85,TCP,1434,443,36674,Botnet,0.14793279
131.229363,216.58.200.129,192.168.137.87,TCP,129,443,35269,Normal,0.148013846
5.893566,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.148014083
83.052134,192.168.137.87,183.36.108.251,HTTP,989,44023,80,Normal,0.148017676
13.519093,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.148029751
68.875886,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.148045607
113.185817,172.217.167.132,192.168.137.87,TLSv1.2,1434,443,40652,Normal,0.148068829
10.227708,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.148119959
64.567218,59.152.9.237,192.168.137.85,TCP,1434,443,36674,Botnet,0.148124397
66.571814,37.187.163.89,192.168.137.85,TCP,62,80,46332,Botnet,0.148230622
6.296376,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.14823152
4.055652,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.148317506
56.018591,192.168.137.85,216.58.196.174,TCP,66,39750,443,Botnet,0.148333092
97.810519,192.168.137.233,183.36.108.251,HTTP,989,56129,80,Botnet,0.148335517
6.895381,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.148336332
41.594807,103.102.166.224,192.168.137.87,TLSv1.2,297,443,53196,Normal,0.148373886
68.117927,59.152.9.237,192.168.137.85,TCP,1434,443,36674,Botnet,0.148376336
3.415363,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.148403807
4.972192,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.148405504
0.477064,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.148448763
52.310121,172.217.167.132,192.168.137.87,TLSv1.2,1434,443,40652,Normal,0.148453124
8.728241,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.148470557
59.714163,192.168.137.85,59.152.9.237,TCP,94,36674,443,Botnet,0.148530324
0.514746,37.187.163.89,192.168.137.85,TCP,62,80,53716,Botnet,0.148539233
116.711829,192.229.237.96,192.168.137.87,TLSv1.2,1434,443,44118,Normal,0.148576027
30.003994,192.168.137.85,172.217.26.206,TCP,66,32958,80,Botnet,0.148599932
3.271583,158.69.127.66,192.168.137.87,SSLv2,1434,443,36387,Normal,0.148642106
4.511113,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.148642252
90.154363,183.36.108.251,192.168.137.233,TCP,54,80,56124,Botnet,0.148777401
68.366093,192.168.137.233,183.36.108.251,TCP,66,56104,80,Botnet,0.148778586
68.279071,192.168.137.85,59.152.9.237,TCP,86,36674,443,Botnet,0.148803588
60.503892,192.168.137.233,172.217.26.173,TCP,66,51407,443,Botnet,0.148843721
63.605461,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.14884715
68.226968,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.148891824
12.164605,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.148893844
5.06326,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.149019773
60.329861,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.149035351
64.762708,59.152.9.237,192.168.137.85,TCP,1434,443,36674,Botnet,0.149079586
67.484216,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.149186406
9.675691,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.149188995
12.601705,183.36.108.251,192.168.137.233,TCP,66,80,56039,Botnet,0.149190745
5.063368,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.149205381
60.19723,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.149216722
201.435263,216.58.196.170,192.168.137.87,TCP,66,443,47195,Normal,0.149259988
0.346461,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.149326975
60.382573,59.152.9.237,192.168.137.85,TLSv1.2,1434,443,36674,Botnet,0.149357164
21.469506,37.187.163.89,192.168.137.85,TCP,1434,80,43596,Botnet,0.149405196
65.699032,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.149464805
114.956304,172.217.166.97,192.168.137.87,TLSv1.2,112,443,55796,Normal,0.149476954
64.302475,192.168.137.85,59.152.9.237,TCP,78,36674,443,Botnet,0.149518757
13.186258,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.149568165
9.159982,192.168.137.87,158.69.127.66,TCP,78,36387,443,Normal,0.149597049
13.388481,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.149605015
7.441885,158.69.127.66,192.168.137.87,SSLv2,1434,443,36387,Normal,0.149609719
8.39815,158.69.127.66,192.168.137.87,SSLv2,1434,443,36387,Normal,0.149628239
5.419973,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.14962963
10.609012,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.149676942
9.059708,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.149772798
68.494478,192.168.137.85,59.152.9.237,TCP,78,36674,443,Botnet,0.149811646
2.653265,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.149841324
8.795681,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.149868454
3.598524,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.149876997
59.616769,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.149944081
38.194035,192.168.137.87,172.217.167.132,TLSv1.2,112,40652,443,Normal,0.149979206
20.110632,183.36.108.251,192.168.137.233,TCP,54,80,56049,Botnet,0.150038525
10.663081,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.150074277
59.453283,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.150115693
4.236687,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.150120857
10.45431,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.150139143
25.486144,192.168.137.233,183.36.108.251,TCP,54,56060,80,Botnet,0.150173334
123.306781,192.168.137.87,183.36.108.251,TCP,54,44064,80,Normal,0.150193371
10.837647,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.150204633
113.174092,172.217.167.132,192.168.137.87,TLSv1.2,1434,443,40652,Normal,0.150297099
66.539188,192.168.137.85,59.152.9.237,TCP,66,36674,443,Botnet,0.150350237
68.552251,59.152.9.237,192.168.137.85,TCP,1434,443,36674,Botnet,0.15035523
1.393507,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.15035705
2.025202,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.150423395
26.307182,192.168.137.87,183.36.108.251,TCP,54,43966,80,Normal,0.150429893
